id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,secondary_moods,language,explicit
228,Crystal Hymn,SilverProject,latin,sad,0.68,87,0.54,0.28,0.34,36,2000s,cozy|bright,japanese,true
229,Frozen Waves,CrimsonGarden,rnb,energetic,0.53,101,0.57,0.64,0.30,23,1970s,nostalgic|introspective,japanese,false
230,Sunrise Bloom,LoProject,latin,sad,0.53,95,0.01,0.78,0.61,32,2000s,fierce|moody,korean,false
231,Hollow Nights,AmberDrift,kpop,melancholy,0.70,80,0.00,0.53,0.57,78,2020s,aggressive|cozy,german,false
232,Summer Nights Distant,NovaTheory,classical,peaceful,0.92,84,0.40,1.00,0.72,50,1980s,aggressive|bittersweet,french,false
233,Winter Rain,LoWave,rnb,energetic,0.45,60,0.19,0.45,0.84,43,2020s,bright|playful,german,false
234,Frozen Parade Burning,IronDrift,jazz,intense,0.93,105,0.55,0.61,0.44,41,2010s,warm|triumphant,hindi,false
235,Broken Sky,Volt7,classical,energetic,0.63,107,0.49,0.42,0.80,25,2000s,dreamy|triumphant,japanese,false
236,Falling Nights Hollow,LoSignal,rock,angry,0.60,115,0.46,0.70,0.71,87,1970s,dark|fierce,korean,true
237,Summer Waves Storm,VelvetHouse,latin,romantic,0.22,112,0.23,0.82,0.31,67,1980s,moody|focused,korean,false
238,Rising Hymn Hollow,LoSound,kpop,sad,0.43,86,0.33,1.00,0.15,39,2010s,uplifting|cozy,portuguese,false
239,Wild Heart,NovaProject,classical,chill,0.32,134,0.39,0.98,0.53,37,2010s,fierce|tender,english,false
240,Neon City,Loline,rnb,happy,0.43,95,0.38,0.45,0.17,20,1980s,bright|bittersweet,spanish,false
241,Faded Rain Summer,VelvetTheory,lofi,happy,0.63,130,0.92,0.71,0.66,44,2000s,wistful|bittersweet,portuguese,true
242,Neon Pulse,IronProject,lofi,romantic,0.60,85,0.86,0.73,0.12,62,2020s,uplifting|tender,korean,false
243,Rooftop Signal Shadow,LunarProject,jazz,intense,0.39,169,0.99,0.46,0.00,14,1970s,bright|aggressive,spanish,true
244,Silent Heart,LunarGarden,lofi,romantic,0.65,157,0.47,0.41,0.89,33,1980s,gritty|bright,japanese,false
245,Storm Heart,CosmicSociety,folk,angry,0.88,129,0.50,0.68,0.00,31,1990s,aggressive|dreamy,spanish,false
246,Electric Reverie,GoldenRiders,country,energetic,0.39,92,0.22,0.42,0.23,68,2000s,gritty|uplifting,portuguese,false
247,Frozen Echo,VoltEcho,latin,energetic,0.82,146,0.70,0.40,0.24,68,2010s,cozy|gritty,spanish,false
248,Electric Drift,SilverParade,latin,angry,0.24,69,0.12,0.39,0.42,60,1990s,bright|tender,korean,false
249,Velvet Drift Rooftop,GlassSociety,country,angry,0.30,108,0.13,0.55,0.71,25,2010s,gritty|moody,korean,false
250,Winter Hymn,EchoRiders,hiphop,chill,0.53,131,0.35,0.34,0.48,35,2000s,warm|bright,portuguese,false
251,Frozen Fire,PixelSociety,metal,angry,0.33,97,0.26,0.73,0.50,50,1990s,wistful|dreamy,german,false
252,Amber Rain,CosmicLanterns,kpop,peaceful,1.00,112,0.33,0.60,0.16,53,1980s,gritty|bright,portuguese,false
253,Neon Coding,NovaRiders,country,hopeful,0.22,115,0.35,0.39,0.41,65,2010s,gritty|aggressive,english,false
254,Desert Static Velvet,Solar7,kpop,intense,0.30,106,0.85,0.50,0.75,32,1990s,focused|introspective,hindi,false
255,Frozen Bloom Faded,StaticLanterns,metal,angry,0.51,157,0.35,0.73,0.22,47,2000s,aggressive|cozy,english,false
256,Crystal Coding,AmberCircuit,rock,hopeful,0.83,86,0.72,0.38,0.40,46,2020s,aggressive|uplifting,german,false
257,Electric Runner,SilverSignal,hiphop,hopeful,0.61,81,0.15,0.38,0.43,24,1970s,bittersweet|aggressive,french,false
258,Library Echo,SolarMachine,kpop,angry,0.41,120,0.39,0.21,0.27,50,1970s,wistful|introspective,portuguese,false
259,Rooftop Fire,PaperWave,metal,romantic,0.80,108,0.59,0.79,0.22,50,2010s,bright|tender,french,false
260,Hollow Streets Storm,VoltRiders,rnb,melancholy,0.65,57,0.21,0.35,0.68,61,2020s,uplifting|focused,korean,false
261,Broken Parade,CrimsonRoom,hiphop,energetic,0.61,114,0.00,0.93,0.13,39,2020s,warm|gritty,hindi,false
262,Shadow Waves Rooftop,VoltProject,indie,peaceful,0.16,106,0.22,0.35,0.12,77,1980s,focused|nostalgic,german,false
263,Library Motion,ShadowDrift,jazz,angry,0.75,95,0.70,0.51,0.25,46,2000s,uplifting|nostalgic,korean,false
264,Wild Dreams,GlassSound,metal,hopeful,0.60,59,0.77,0.50,0.01,61,1970s,tender|cozy,french,true
265,Broken Drift,Echo7,classical,energetic,0.52,109,0.59,0.42,0.77,71,1990s,focused|gritty,hindi,false
266,Storm Parade,NeonProject,reggae,sad,0.38,110,0.45,0.15,0.45,67,1980s,triumphant|aggressive,spanish,false
267,Rooftop Echo,LoTheory,pop,hopeful,0.40,128,0.91,0.30,0.19,47,1980s,moody|nostalgic,german,false
268,Sunrise Parade,CrimsonDrift,indie,melancholy,0.24,115,0.25,0.55,0.33,43,1970s,moody|fierce,portuguese,false
269,Broken Streets,VelvetMachine,metal,chill,0.39,146,0.48,0.80,0.43,77,2010s,dark|triumphant,korean,false
270,Iron Pulse,IndigoTheory,latin,melancholy,0.52,128,0.72,0.74,0.42,64,1990s,dreamy|bittersweet,german,false
271,Library Horizon,StaticWave,rnb,energetic,0.60,85,0.20,0.45,0.03,73,1970s,introspective|nostalgic,hindi,false
272,City Hymn,Indigo7,metal,peaceful,0.37,79,0.70,0.53,0.24,76,2020s,fierce|focused,german,false
273,Shadow Road,ShadowMachine,folk,energetic,0.25,129,0.05,0.80,0.64,63,1990s,dark|playful,french,false
274,Library Runner,PixelProject,reggae,peaceful,0.28,105,0.74,0.89,0.56,65,1990s,focused|introspective,korean,false
275,City Hymn Neon,NovaEcho,pop,happy,0.59,73,0.62,0.55,0.31,49,2000s,playful|dreamy,japanese,false
276,Wild Drift Ocean,AmberProject,pop,energetic,0.69,89,0.00,0.63,0.17,50,2000s,aggressive|gritty,hindi,false
277,Desert Motion,PixelCollective,jazz,energetic,0.37,112,0.68,0.64,0.25,61,1970s,uplifting|moody,korean,false
278,Wild Waves,AmberSignal,pop,melancholy,0.65,71,0.59,0.31,0.63,93,2000s,wistful|dreamy,korean,false
279,Hollow Static Broken,CosmicEcho,indie,romantic,0.46,158,0.59,0.36,0.52,44,1990s,cozy|fierce,hindi,false
280,Broken Nights,GoldenCollective,rock,happy,0.60,108,0.70,0.52,0.63,70,1970s,dreamy|focused,korean,true
281,Velvet Heart Rising,NeonLanterns,indie,hopeful,0.83,109,0.56,0.38,0.81,14,1970s,nostalgic|wistful,spanish,false
282,Golden Nights,NovaRoom,indie,sad,0.04,163,0.51,1.00,0.55,85,1970s,moody|introspective,hindi,false
283,Velvet Road Rooftop,GlassEcho,reggae,angry,0.36,106,0.39,0.45,0.86,29,1980s,cozy|dreamy,german,false
284,Neon Reverie Summer,IndigoRiders,pop,peaceful,0.61,76,0.30,0.44,0.55,61,1970s,dark|warm,english,false
285,Hollow Motion,Novaline,kpop,happy,0.28,112,0.39,0.85,0.47,66,1990s,dark|fierce,french,false
286,Electric Nights,IronWave,rnb,intense,0.11,127,0.23,0.49,0.46,31,2020s,gritty|uplifting,portuguese,false
287,Midnight Heart,IronSociety,rnb,hopeful,0.56,92,0.45,0.75,0.34,63,2020s,focused|warm,korean,false
288,Midnight Fire Summer,EchoTheory,rnb,peaceful,0.49,88,0.27,0.75,1.00,74,1980s,tender|focused,hindi,false
289,Velvet Motion,GoldenLanterns,pop,chill,0.60,99,0.56,0.79,0.57,63,2000s,introspective|bright,japanese,false
290,Wild Streets,AmberParade,rock,intense,0.27,99,0.33,0.34,0.00,27,1990s,bright|dark,portuguese,false
291,City Fire,GlassRiders,kpop,romantic,1.00,113,0.55,0.72,0.50,7,1990s,bright|moody,korean,false
292,Iron Drift Shadow,CosmicMachine,indie,romantic,0.76,126,0.85,0.39,0.31,19,1980s,tender|cozy,french,true
293,Paper Motion Rooftop,IndigoSound,kpop,melancholy,0.11,140,0.62,0.45,0.17,32,1970s,wistful|warm,french,false
294,Neon Echo,IronUnion,rnb,sad,0.76,146,1.00,0.54,0.41,28,1970s,dreamy|bittersweet,french,false
295,Crystal Heart,VelvetSignal,hiphop,angry,0.25,77,0.50,0.63,0.44,37,2010s,focused|cozy,german,false
296,Hollow Echo,PixelEcho,latin,hopeful,0.36,87,0.66,0.48,0.33,44,2020s,focused|cozy,english,false
297,Midnight Sky,EchoRoom,edm,sad,0.54,89,0.10,0.45,0.00,46,1980s,uplifting|wistful,english,false
298,Distant Rain Rising,StaticProject,country,happy,0.89,127,0.21,0.17,0.31,62,1990s,wistful|dreamy,german,false
299,Sunrise Fire Faded,SilverHouse,lofi,intense,0.76,184,0.13,0.43,1.00,66,1990s,dark|tender,german,false
300,Shadow Parade,Indigoline,rnb,romantic,0.68,71,0.88,0.26,0.43,50,2010s,nostalgic|dreamy,korean,false
301,Broken Hymn Neon,SolarProject,reggae,melancholy,0.18,104,0.77,0.33,0.06,67,2000s,playful|dark,hindi,false
302,Burning Rain,CosmicCircuit,folk,sad,0.69,90,0.42,0.32,1.00,100,1980s,gritty|dark,spanish,false
303,Hollow Signal Silent,NovaDrift,classical,romantic,0.00,134,0.96,0.26,0.32,89,1970s,aggressive|gritty,english,false
304,Falling Horizon Frozen,CosmicGarden,country,hopeful,0.66,124,0.92,0.62,0.64,56,2000s,dreamy|introspective,japanese,true
305,City Horizon,AmberRoom,kpop,sad,0.16,132,0.14,0.32,0.34,35,2020s,bright|moody,english,false
306,City Runner,AmberLanterns,hiphop,romantic,0.07,133,0.53,0.39,0.53,69,1970s,moody|aggressive,hindi,false
307,Distant Hymn Falling,NovaLanterns,rock,peaceful,0.91,92,0.67,0.71,0.22,58,2010s,introspective|fierce,spanish,false
308,Velvet Nights Rooftop,PixelProject308,lofi,chill,0.45,69,0.84,0.71,0.28,1,2010s,gritty|wistful,german,true
309,Summer Heart,SolarSignal,indie,happy,0.32,88,0.58,0.84,0.09,61,2010s,uplifting|dreamy,french,false
310,Crystal Coding Storm,VoltCircuit,jazz,energetic,0.62,105,0.36,0.61,0.21,30,2020s,bright|gritty,hindi,false
311,Wild Bloom,VoltSociety,latin,angry,0.81,123,0.86,0.82,0.25,73,1980s,introspective|warm,spanish,false
312,Wild Static,Pixel7,reggae,peaceful,1.00,74,0.42,0.82,0.25,77,2010s,triumphant|aggressive,hindi,false
313,Crystal Motion,CrimsonCollective,kpop,peaceful,0.57,134,0.54,0.64,0.00,62,2020s,introspective|bittersweet,german,true
314,Paper Parade,LoParade,jazz,chill,0.44,143,0.49,0.57,0.29,38,2020s,uplifting|gritty,japanese,false
315,Faded Nights,NovaUnion,country,intense,0.18,64,0.28,0.51,0.47,34,2020s,warm|moody,french,false
316,Crystal Horizon,SilverSound316,metal,melancholy,0.60,123,0.54,0.38,0.70,30,1990s,bittersweet|focused,hindi,false
317,Midnight Parade Frozen,Staticline,rock,chill,0.81,50,0.44,0.45,0.35,33,2020s,moody|cozy,english,false
318,Silent Motion,PaperRiders,edm,hopeful,0.64,101,0.54,0.22,0.90,59,2020s,introspective|dark,japanese,false
319,Velvet Runner,SolarGarden,rock,intense,0.54,115,0.28,0.38,0.48,72,1990s,nostalgic|aggressive,french,false
320,Golden Parade,Iron7,metal,energetic,0.37,161,0.41,0.26,0.00,43,2000s,aggressive|focused,hindi,false
321,Neon Bloom,GlassSignal,reggae,energetic,0.67,50,0.44,0.56,0.12,57,2000s,gritty|playful,portuguese,false
322,Storm Pulse,StaticGarden,hiphop,angry,0.71,138,0.66,0.61,0.29,35,2000s,dark|dreamy,korean,false
323,Midnight Runner,ShadowWave,edm,angry,0.77,128,0.41,0.74,0.03,37,2010s,wistful|dark,hindi,false
324,Frozen Sky Midnight,LunarMachine,hiphop,energetic,0.41,160,0.26,0.15,0.84,42,1990s,focused|uplifting,german,false
325,Broken Motion,GoldenGarden,lofi,romantic,0.67,93,0.43,0.36,0.28,72,2000s,bittersweet|introspective,korean,false
326,Frozen Pulse,EchoCircuit,kpop,peaceful,0.87,92,0.25,0.61,0.53,37,1980s,gritty|bittersweet,english,false
327,Storm Bloom,VelvetCollective327,kpop,angry,0.49,106,0.78,0.60,0.13,74,2020s,focused|aggressive,french,false
328,Hollow City,Amberline,jazz,intense,1.00,124,0.50,0.23,0.30,52,2000s,gritty|warm,french,false
329,Silent Reverie Electric,NovaWave,latin,romantic,0.55,151,0.47,0.70,0.38,27,2010s,aggressive|fierce,portuguese,false
330,Shadow Static Silent,GoldenEcho,metal,energetic,0.73,117,0.53,0.49,0.07,60,2000s,bright|dreamy,german,false
331,Iron Rain,EchoUnion,jazz,hopeful,0.39,127,0.00,0.46,0.70,69,1990s,bittersweet|nostalgic,portuguese,false
332,Amber Runner,Paperline332,classical,hopeful,0.61,60,0.47,0.28,0.49,72,2020s,gritty|dark,english,false
333,Falling Runner Wild,ShadowRiders,latin,peaceful,0.80,141,0.76,0.40,1.00,46,2020s,gritty|nostalgic,french,false
334,Silent Road,IndigoProject,indie,melancholy,0.42,68,0.52,0.40,0.45,39,1970s,wistful|bright,portuguese,false
335,Neon Hymn Wild,PaperUnion335,indie,melancholy,0.62,152,0.84,0.38,0.49,59,2010s,nostalgic|fierce,english,false
336,Velvet Motion Midnight,PixelDrift,rnb,energetic,0.44,132,1.00,0.78,0.23,39,1990s,focused|fierce,french,false
337,Broken Hymn Faded,LunarParade,lofi,angry,0.37,82,0.95,0.47,0.45,54,1990s,warm|dark,english,false
338,Wild Coding,SilverLanterns,reggae,peaceful,0.56,121,0.47,0.32,1.00,60,2010s,warm|dreamy,korean,true
339,Amber Pulse,EchoParade,country,peaceful,0.71,145,0.55,0.46,0.00,55,1980s,focused|introspective,german,false
340,Storm City,ShadowCircuit,indie,melancholy,0.67,135,0.60,0.68,0.26,49,2020s,wistful|gritty,english,false
341,Broken Rain,StaticMachine,hiphop,intense,0.50,104,0.63,0.76,0.80,46,1990s,triumphant|bittersweet,english,false
342,Falling Coding Midnight,EchoSound,latin,angry,0.27,108,0.38,0.45,0.54,58,1980s,tender|bright,korean,false
343,Paper Streets,GoldenWave,metal,hopeful,0.95,123,0.64,0.49,0.48,32,1970s,focused|dreamy,hindi,false
344,Broken Hymn Crystal,IndigoLanterns,classical,sad,0.85,127,0.75,0.62,0.49,81,1980s,wistful|triumphant,korean,false
345,Winter Static,CrimsonUnion,latin,hopeful,0.40,114,0.21,0.90,0.00,33,2020s,gritty|dreamy,spanish,false
346,Midnight Static,GoldenTheory,country,hopeful,0.48,157,0.48,0.40,0.22,78,2010s,aggressive|uplifting,german,false
347,Electric Hymn Storm,ShadowUnion,classical,hopeful,0.69,66,0.74,0.69,0.83,71,2020s,bittersweet|introspective,korean,false
348,Distant Nights,LunarUnion,reggae,peaceful,0.82,115,0.57,0.15,0.00,74,1990s,fierce|uplifting,spanish,false
349,City Signal,SolarWave,indie,sad,0.57,98,0.80,0.33,1.00,71,2020s,triumphant|warm,spanish,false
350,Summer Parade,Voltline,indie,sad,0.32,167,0.24,0.55,0.67,61,2000s,tender|moody,spanish,false
351,Faded Motion,VelvetCircuit,classical,intense,0.40,182,0.66,0.65,0.29,32,1980s,moody|uplifting,french,false
352,Distant Bloom,IndigoMachine,country,happy,0.53,120,0.63,0.45,0.81,45,2000s,dark|bright,hindi,false
353,Paper Drift,IndigoGarden,jazz,hopeful,0.88,98,0.66,0.76,0.48,66,2020s,aggressive|gritty,japanese,false
354,Shadow Static Glass,AmberSound,jazz,energetic,0.68,145,0.71,0.59,0.24,71,2010s,gritty|playful,spanish,false
355,Rising Coding,PaperCollective,folk,romantic,0.35,114,1.00,0.36,0.25,49,2010s,fierce|dark,spanish,false
356,Summer Horizon Faded,PixelSound,pop,melancholy,0.42,95,0.36,0.69,0.25,46,2010s,dreamy|nostalgic,japanese,true
357,Golden Horizon,IndigoUnion,metal,peaceful,0.47,109,0.37,0.38,0.33,34,2000s,triumphant|uplifting,french,false
358,Falling Road,Crimson7,metal,chill,0.68,130,0.80,0.53,0.04,94,2010s,wistful|focused,english,false
359,Neon Road,PixelLanterns359,latin,melancholy,0.48,143,0.59,0.40,0.10,43,2020s,fierce|dreamy,english,false
360,Crystal Streets,AmberWave,edm,angry,0.54,104,0.48,0.81,0.60,72,2020s,aggressive|triumphant,korean,true
361,Crystal Echo,NeonParade,indie,intense,0.58,69,0.61,0.70,0.17,90,1990s,nostalgic|triumphant,spanish,false
362,Falling Runner Library,SilverMachine,rnb,romantic,0.35,134,0.20,0.92,0.54,61,1980s,introspective|moody,spanish,false
363,Golden Echo,VoltCollective363,rock,hopeful,0.81,84,0.52,0.37,0.38,50,1970s,dreamy|aggressive,korean,false
364,Silent Drift,AmberUnion,folk,happy,0.56,57,0.65,0.48,0.56,47,1990s,uplifting|focused,korean,false
365,Frozen Reverie,ShadowLanterns,lofi,chill,0.73,63,0.11,0.49,0.58,52,2010s,uplifting|cozy,japanese,false
366,Crystal Reverie,PixelMachine366,rock,energetic,0.81,106,0.25,0.53,0.42,37,2000s,cozy|moody,korean,false
367,Rising Lights,IronLanterns,rock,happy,0.84,109,0.71,0.68,0.33,47,1980s,wistful|bright,spanish,false
368,Shadow Static Winter,IndigoCollective368,hiphop,melancholy,0.52,86,0.42,0.29,0.32,89,2020s,wistful|triumphant,hindi,false
369,Iron Motion Summer,CosmicDrift,metal,peaceful,0.63,116,0.50,0.21,0.45,42,2020s,tender|bright,french,false
370,Library Drift,IronSignal,country,hopeful,0.70,114,0.27,0.26,0.53,47,2000s,aggressive|playful,german,false
371,Crystal Fire Ocean,LoGarden,folk,energetic,0.57,85,0.81,0.65,0.60,68,2020s,uplifting|dark,german,false
372,Library Reverie,Cosmic7,folk,melancholy,0.06,83,0.46,0.86,0.00,24,2000s,wistful|dark,spanish,false
373,Rooftop Waves Iron,AmberSociety,metal,romantic,0.38,134,0.02,0.56,0.53,17,2010s,introspective|playful,french,true
374,Winter Horizon,PixelWave,classical,sad,0.49,119,0.63,0.34,0.26,83,1990s,introspective|bittersweet,german,false
375,Neon Dreams,EchoCollective,folk,hopeful,0.51,152,0.68,0.19,0.98,29,2020s,warm|moody,japanese,false
376,Rising Coding Broken,LoSociety,folk,intense,0.54,150,0.40,0.60,0.48,69,1990s,fierce|tender,german,false
377,Rooftop Pulse Winter,CosmicSound,indie,happy,1.00,131,0.42,0.70,1.00,74,1990s,focused|wistful,korean,false
378,Rooftop Coding Desert,VelvetSociety,latin,peaceful,0.51,55,0.48,0.08,0.43,64,1980s,nostalgic|fierce,german,false
379,Distant Fire,PaperProject,reggae,energetic,0.57,104,0.83,0.49,0.64,30,1970s,dreamy|nostalgic,german,false
380,Velvet Horizon Wild,PixelCircuit,latin,sad,0.71,86,0.71,0.44,0.63,52,1970s,dreamy|playful,japanese,false
381,Glass Coding Wild,IndigoRiders381,kpop,energetic,0.45,50,0.70,0.21,0.29,32,1990s,bittersweet|dark,hindi,false
382,Wild Signal,StaticCircuit,rock,peaceful,0.76,62,0.58,0.75,0.65,92,2010s,dreamy|uplifting,english,false
383,Broken Road,GlassMachine383,metal,romantic,0.92,170,0.66,0.78,0.77,57,2000s,tender|cozy,japanese,false
384,Midnight Coding Paper,NeonRiders,metal,hopeful,0.79,127,0.97,0.16,0.23,63,2000s,bittersweet|nostalgic,spanish,false
385,Rising Horizon,CosmicRoom,rnb,peaceful,0.05,166,0.44,0.46,0.47,51,1980s,nostalgic|gritty,hindi,false
386,Velvet Nights Burning,VelvetProject386,rock,hopeful,0.88,68,0.49,0.09,0.27,95,2010s,nostalgic|moody,portuguese,false
387,Faded Drift,Goldenline,country,hopeful,0.07,112,0.59,0.47,0.90,77,1980s,gritty|moody,french,false
388,City Reverie,Ironline388,hiphop,hopeful,0.32,53,0.87,0.60,0.27,36,2010s,cozy|dark,korean,true
389,Iron Streets,NovaCircuit389,classical,romantic,0.83,179,0.57,0.49,0.51,45,2000s,playful|aggressive,spanish,false
390,Ocean Runner,ShadowUnion390,folk,melancholy,0.80,129,0.87,0.50,0.12,29,2000s,moody|bright,spanish,false
391,Distant Sky Paper,StaticRiders,latin,romantic,0.35,141,0.51,0.51,0.38,32,1980s,wistful|warm,spanish,false
392,Distant Parade Shadow,IndigoSociety392,latin,chill,0.51,112,0.47,0.57,0.21,36,2000s,tender|playful,portuguese,false
393,Amber Waves,LoTheory393,classical,happy,0.95,153,0.48,0.33,0.34,55,2000s,dreamy|introspective,french,false
394,Golden Pulse,ShadowParade,pop,melancholy,0.27,92,0.46,0.84,0.51,48,2010s,triumphant|fierce,german,true
395,Storm Parade Desert,PaperCircuit,kpop,romantic,0.51,80,0.00,0.79,0.24,39,2000s,gritty|introspective,french,false
396,Library Signal,PaperRoom,country,romantic,0.58,148,0.74,0.55,0.37,84,1980s,moody|warm,spanish,false
397,Library Heart,Amber7397,kpop,hopeful,0.74,50,0.52,0.01,0.48,28,1970s,bright|warm,spanish,false
398,Ocean Horizon,AmberMachine,lofi,romantic,0.26,146,0.26,0.78,0.69,82,2000s,dreamy|aggressive,german,false
399,Faded Hymn Neon,StaticGarden399,pop,hopeful,0.57,113,0.71,0.10,0.62,63,1980s,bittersweet|warm,german,false
400,Winter Motion,LoLanterns400,reggae,energetic,0.88,76,0.36,0.62,0.37,60,1990s,wistful|aggressive,french,false
401,Faded Reverie,IndigoSociety401,country,romantic,0.53,108,0.40,0.67,0.39,28,2020s,bright|dreamy,portuguese,false
402,Desert Pulse Ocean,NovaParade,hiphop,hopeful,0.88,131,0.24,0.70,0.51,15,2010s,tender|bittersweet,hindi,false
403,Crystal Rain,SolarCircuit403,rnb,intense,0.27,113,0.79,0.50,0.00,49,2000s,tender|warm,korean,false
404,Rising Nights,GlassDrift,pop,romantic,0.68,96,0.62,0.34,0.60,67,1970s,bittersweet|tender,french,false
405,Hollow Motion Rooftop,IronUnion405,edm,angry,0.91,122,0.31,0.61,0.55,61,1970s,playful|cozy,spanish,false
406,Golden Echo Velvet,IronLanterns406,pop,hopeful,0.59,105,0.26,0.63,0.57,41,1990s,focused|cozy,spanish,false
407,Storm Static,Shadowline,pop,sad,0.57,150,0.53,0.79,0.00,53,1990s,warm|dark,hindi,false
408,City Signal Golden,VelvetWave,latin,angry,0.74,185,0.00,0.97,0.47,30,2000s,bright|fierce,english,true
409,Winter Nights Rising,LunarSociety409,metal,angry,0.52,127,0.41,0.53,0.79,71,1980s,bright|nostalgic,german,false
410,Shadow Signal,PixelMachine410,indie,melancholy,0.12,97,0.44,0.49,0.96,62,2020s,fierce|cozy,portuguese,false
411,Broken Parade Burning,ShadowEcho411,pop,romantic,0.16,112,0.48,0.54,0.83,52,1970s,nostalgic|moody,hindi,false
412,Electric Coding Silent,PaperEcho412,classical,happy,0.68,88,0.64,0.38,0.66,71,2000s,triumphant|moody,english,false
413,Electric Runner Glass,LoRoom,country,melancholy,0.67,72,0.34,0.42,0.40,64,1980s,dark|warm,portuguese,false
414,Summer Coding,NeonGarden,classical,energetic,0.85,80,0.52,0.48,0.43,48,2010s,bittersweet|focused,spanish,false
415,Desert Pulse Hollow,CosmicCollective415,rnb,energetic,0.45,102,0.89,0.57,0.00,33,2010s,aggressive|moody,french,false
416,Wild Heart Iron,VoltSound,edm,happy,0.19,105,0.61,0.67,0.56,31,1970s,bittersweet|triumphant,japanese,false
417,City Coding,VelvetEcho,hiphop,hopeful,0.31,50,0.32,0.44,0.00,30,2010s,playful|bittersweet,portuguese,false
418,Electric Road,GlassMachine,lofi,energetic,0.67,112,0.46,0.68,0.00,37,1970s,uplifting|introspective,japanese,false
419,Broken Motion Shadow,CrimsonProject,indie,energetic,0.23,50,1.00,0.45,0.85,27,1970s,cozy|aggressive,korean,false
420,Hollow Runner Velvet,GlassWave420,jazz,intense,0.51,118,0.64,0.16,0.87,12,2000s,introspective|focused,hindi,false
421,Winter Fire,GlassRiders421,country,sad,0.38,125,0.75,0.38,0.67,47,2010s,focused|aggressive,spanish,false
422,Summer Heart Paper,IndigoDrift422,folk,chill,0.48,119,0.66,0.35,0.07,27,1980s,cozy|bright,spanish,false
